precip_type,total,total_accumulation,total_trace,ice,ice_accretion,ice_trace,note,narrative,id,city,state,zipcode,start,end,location_id
Sleet,Scattered Coating,0.0,Scattered Coating,N/A,0,,,"Late Day Sleet on March 20th. With temperatures ranging in the mid-upper 30s, scattered areas of sleet moved into the region between 3-8pm on March 20th. Any lingering sleet diminished by the evening.",30081,Newark,NJ,07103,2018-03-20T08:00:00,2018-03-20T23:00:00,58215
Snow / Sleet,Widely Scattered Coating,0.0,Widely Scattered Coating,N/A,0,,,"Snow/Sleet Mix on March 20th. With temperatures in the mid-upper 30s, areas of mixed rain and sleet moved into the region between 9am-12pm on March 20th. As precipitation became steady, rain mixed and changed to snow and sleet during the afternoon as temperatures ranged from 33-35 degrees. Steady precipitation exited between 5-8pm, with lingering drizzle and flurries remaining into the evening as temperatures ranged from 34-37 degrees.",30081,Atlantic City,NJ,08401,2018-03-20T08:00:00,2018-03-20T23:00:00,58664
Snow,13.1,13.1,,N/A,0,,,"Heavy Snow on March 21st with Coastal Storm. Temperatures started 33-36 degrees with mixed snow, sleet, and rain around during the morning hours on March 21st. Any mix changed to snow 10am-1pm, which became steady to heavy into the afternoon and evening with embedded 2-4""/hr rates. Temperatures fell to 30-32 during the snowfall with wind gusts 25-35 mph. Heavy snow tapered to intermittent light snow and flurries between 12-3am. Any lingering flurries and light snow ended 3-6am on March 22nd with temperatures ranging from 32-34 degrees.",30105,Freehold (Township),NJ,07728,2018-03-21T03:00:00,2018-03-22T07:00:00,57509
Snow,9.0,9.0,,N/A,0,,,"Snow with Late Season Coastal Storm on March 21st. Temperatures started 33-36 degrees as areas of snow and sleet starting 3-6am on March 21st. Any mix quickly changed to snow 6-9am, which continued into the afternoon. Snow intensity was variable during the day, with embedded steady to heavy snow at times. As the coastal storm developed east, snow remained into the overnight hours as temperatures fell and held 30-33 degrees. Snow tapered to intermittent light snow and flurries between 2-5am before ending completely 5-7am on March 22nd with temperatures ranging from 32-35 degrees. In addition, winds gusted 20-30 mph during the event.",30105,Newark,NJ,07103,2018-03-21T03:00:00,2018-03-22T07:00:00,58215
Snow,6.5,6.5,,N/A,0,,,"Rain to Snow with Coastal Storm on March 21st. Temperatures started 34-38 degrees with areas of rain through the morning on March 21st. Snow mixed in at times through the early afternoon, before steadier precipitation arrived between 1-4pm as a coastal storm developed east. Snow fell steady to heavy at times through the evening before tapering to flurries and light snow 10pm-1am and ending 2-4am. Temperatures fell to 32-34 during snowfall, but rose to 33-35 degrees after snow ended. In  addition, winds gusted to 25-35 mph.",30105,Atlantic City,NJ,08401,2018-03-21T03:00:00,2018-03-22T07:00:00,58664
Snow,2.5,2.5,,N/A,0,,,"Early April System Brings Snow. With temperatures starting in the mid-upper 30s areas of light snow developed across the area starting 4-7am on April 2nd, which briefly mixed with rain initially. Light to moderate snow continued through the morning, with embedded heavier pockets, as temperatures settled to 32-34 degrees. Snow tapered to flurries and ended 9-11am with temperatures rising into the 40s during the afternoon.",30306,Freehold (Township),NJ,07728,2018-04-02T03:00:00,2018-04-02T11:00:00,57509
Snow,6.5,6.5,,N/A,0,,,"Early April Winter Storm. With temperatures starting in the mid-upper 30s areas of light snow developed across the area starting 3-6am on April 2nd. Snow continued through the morning, becoming heavy with 1-2""/hr snowfall rates, as temperatures settled 32-33 degrees. Snow tapered to flurries and ended 9-11am with temperatures rising into the 40s during the afternoon.",30306,Newark,NJ,07103,2018-04-02T03:00:00,2018-04-02T11:00:00,58215
Snow / Sleet,Scattered Coating,0.0,Scattered Coating,N/A,0,,,"Light Snow/Sleet Mix with System December 24th into 25th. As a system moved into the region, scattered areas of rain/snow/sleet developed between 7-10PM on December 24th. Temperatures started in the upper 30s but once precipitation began, fell to 33-36 degrees. Combinations of rain/snow/sleet remained overnight, changing to rain at times as temperatures held 33-36 degrees. The mix continued, most widespread between 4-7AM on December 25th. Scattered flurries remained through 9-11AM before ending, with temperatures rising into the mid-upper 30s for afternoon as winds increased and gusted 30-40 mph.",28052,Newark,NJ,07103,2017-12-24T19:00:00,2017-12-25T11:00:00,58215
Snow,0.1,0.1,,N/A,0,,,"Late Afternoon and Evening Snow Showers on March 14th. With temperatures starting 37-42 degrees, scattered snow showers and flurries developed over the region starting 3-6pm. Snow showers continued into the evening hours, with some embedded steadier bursts as temperatures fell to 33-35 degrees. Snow showers exited between 9pm-12am with temperatures falling to 31-34 degrees overnight.",29944,Newark,NJ,07103,2018-03-14T14:00:00,2018-03-14T23:00:00,58215
Snow / Sleet,2.3,2.3,,N/A,0,,,"First Widespread Snowfall of the Season on December 8th and 9th. A coastal system moved up the coast and brought snow over the area on December 8th into the 9th. Flurries and intermittent pockets of light snow first began starting 6-9 PM on December 8th as temperatures fell from the upper 30s down to 33-35 degrees. Snow remained light and intermittent overnight as temperatures held 33-35 degrees. Starting 6-9am on December 9th, snow became moderate at times and remained light to moderate into the morning and afternoon as temperatures fell to 30-33. After 2pm, snow began to mix with rain and sleet at times with variable precipitation types as temperatures held 33-34 degrees. Any mix changed back to light to moderate snow before ending 12-3am into December 10th as temperatures fell into the upper 20s to lower 30 overnight. Pavement accumulation was variable and generally less than colder surfaces during the daytime.",27674,Atlantic City,NJ,08401,2017-12-08T14:00:00,2017-12-10T03:00:00,58664
Snow,0.1,0.1,,N/A,0,,,"Disturbance Produces Snow Showers and Squalls on January 30th. With temperatures 33-37 degrees, snow showers and flurries developed between 8-11am on January 30th. Embedded in snow showers, were snow squalls, which included steadier bursts of snow and wind gusts 20-30 mph. Temperatures fell to 28-32 degrees as snow showers continued into the afternoon. Any snow showers and flurries diminished 5-8pm with temperatures continuing to fall into the 20s during the evening.",28977,Atlantic City,NJ,08401,2018-01-30T08:00:00,2018-01-30T20:00:00,58664
Snow,Widely Scattered Coating,0.0,Widely Scattered Coating,N/A,0,,,"Late Morning/Early Afternoon Snow Showers on February 2nd. With temperatures in the upper 20s, scattered snow showers and flurries moved through the area between 10am-1pm on February 2nd. Temperatures remained steady after snow showers exited as winds gusted 20-30 mph.",29036,Atlantic City,NJ,08401,2018-02-02T08:00:00,2018-02-02T13:00:00,58664
Snow,Coating,0.0,Coating,N/A,0,,,"Returning snow showers on January 30th. After a coastal system affected Long Island earlier on January 30th, additional flurries and snow showers returned after 5 - 6 PM. Temperatures were initially 32 - 35 degrees before cooling falling into the mid-20s during the evening. Snow showers and flurries then diminshed by midnight. . Note: Snow that occurred before 5 PM with the coastal system was covered in a previous report.",28976,Islip,NY,11751,2018-01-30T17:00:00,2018-01-30T23:00:00,60003
Snow,Coating,0.0,Coating,N/A,0,,,"Rain to snow event on February 2nd. Periods of rain developed during the evening on February 1st, with temperatures in the mid-to-upper 30s. Rain continued into the early morning of the 2nd, mixing and changing to a steady wet snow by 4 - 6 AM as temperatures quickly cooled between 29 - 32 degrees. Snow was light to moderate in intensity, eventually ending by 7 - 9 AM. Temperatures continued to cool between 25 - 29 degrees through the morning with gusts up to 30 - 35 mph. Flurries and brief snow showers returned across the East End between 11 AM - 2 PM, with any lingering flurries ending by sunset.",29034,Islip,NY,11751,2018-02-01T19:00:00,2018-02-02T23:00:00,60003
Snow,0.1,0.1,,N/A,0,,,"Rain to snow event on February 2nd. Periods of rain developed during the evening on February 1st, with temperatures in the mid-30s. Rain then mixed and changed to a mainly wet snow by 1 - 3 AM on the 2nd as temperatures quickly cooled to 33 - 35 degrees. Snow was light but became moderate at times between 4 - 6 AM as temperatures fell below freezing. This then tapered off by 6 - 8 AM, with temperatures continuing to cool further into the mid-20s and winds gusting up to 30 - 35 mph.",29034,Peekskill,NY,10566,2018-02-01T19:00:00,2018-02-02T23:00:00,63665
Snow,Scattered Coating,0.0,Scattered Coating,N/A,0,,,"Morning snow showers on March 9th. After a few pre-dawn flurries on March 9th, scattered snow showers developed between 5 and 8 AM. These then tapered off to flurries by 9 - 10 AM. Temperatures were between 28 - 32 degrees during the event.",29820,Islip,NY,11751,2018-03-09T00:00:00,2018-03-10T03:00:00,60003
Snow,Widely Scattered Coating,0.0,Widely Scattered Coating,N/A,0,,,"Late day flurries and snow showers on March 9th. After spotty flurries during the day on March 9th with temperatures in the upper 30s to 40 degrees, scattered snow showers briefly developed between 5 and 9 PM. Temperatures had settled between 32 and 37 degrees by the early evening. However, due to the marginal temperatures, most accumulation was found on colder/grassy surfaces",29820,Peekskill,NY,10566,2018-03-09T00:00:00,2018-03-10T03:00:00,63665
Wintry Mix,Widely Scattered Coating,0.0,Widely Scattered Coating,N/A,0,,,"Wintry mix on December 12th. After a few flurries shortly after midnight on the 12th, mixed sleet, snow, and brief freezing rain in spots arrived 5 - 8 AM as temperatures held between 32 - 36 degrees. This continued into the morning, changing to all rain at times by mid-day and through the rest of the afternoon as temperatures warmed further into the mid-to-upper 30s. However, precip did change back to light snow as temperatures cooled to 30 - 34 degrees after 6 PM, eventually tapering off by 9 - 10 PM.",27752,Peekskill,NY,10566,2017-12-12T00:00:00,2017-12-12T22:00:00,63665
Snow / Sleet,Widely Scattered Coating,0.0,Widely Scattered Coating,N/A,0,,,"Early wintry mix on December 18th. Combinations of light snow and sleet moved through the region between 1 - 6 AM on the 18th. While the precipitation was in the region, temperatures were generally in the upper 20s and lower 30s.",27924,Peekskill,NY,10566,2017-12-18T00:00:00,2017-12-18T10:00:00,63665
Freezing Rain,0.0,0.0,,Coating,0,Coating,,"Early freezing rain event on December 23rd. With temperatures between 30 - 33 degrees, a period of freezing rain and drizzle occurred between 2 - 8 AM as a system moved in from the south on December 23rd. This eventually changed to plain rain by 8 - 10 AM as temperatures warmed further into the mid-to-upper 30s, ending any icing threat.",28004,Peekskill,NY,10566,2017-12-23T02:00:00,2017-12-23T10:00:00,63665
Snow,Widely Scattered Coating,0.0,Widely Scattered Coating,N/A,0,,,"Returning snow showers and flurries on December 25th. After a system departed early Christmas, flurries and scattered snow showers continued late morning into the afternoon with temperatures between 30 - 35 degrees and winds gusting up to 30 - 40 mph. A lull occurred by the mid-afternoon, before additional snow showers and flurries occurred between 5 -  9 PM. Flurries then lingered overnight with temperatures settling in the mid-to-upper 20s.",28075,Peekskill,NY,10566,2017-12-25T10:00:00,2017-12-25T23:00:00,63665
